Lema	POS	rARF_Janes	rARF_Gos	rARF_Kres	rARF_Šolar	rARF_Povprečno	
zagrabiti	g	0,00065	0,00048	0,00055	0,00025	0,00048	
delavka	s	0,00033	0,00039	0,00078	0,00043	0,00048	
tribuna	s	0,00079	0,00029	0,0006	0,00025	0,00048	
pasiven	p	0,00041	0,00039	0,00058	0,00055	0,00048	
črnec	s	0,00037	0,00039	0,00031	0,00086	0,00048	
namenjati	g	0,00041	0,00029	0,00105	0,00018	0,00048	
zapolniti	g	0,00041	0,00019	0,00077	0,00055	0,00048	
priporočiti	g	0,00064	0,00029	0,00074	0,00025	0,00048	
zadolžen	p	0,00057	0,00039	0,00071	0,00025	0,00048	
zlomljen	p	0,00039	0,00039	0,00046	0,00068	0,00048	
harmonika	s	0,00042	0,00048	0,00065	0,00037	0,00048	
smiselno	r	0,00044	0,00029	0,00088	0,00031	0,00048	
neuspešen	p	0,00052	0,00019	0,00066	0,00055	0,00048	
terorističen	p	0,00075	0,00039	0,00047	0,00031	0,00048	
soroden	p	0,00051	0,00019	0,00109	0,00012	0,00048	
priročen	p	0,00046	0,00048	0,00054	0,00043	0,00048	
šofer	s	0,00087	0,00029	0,00057	0,00018	0,00048	
stopalo	s	0,00032	0,00029	0,00105	0,00025	0,00048	
odviti	g	0,00036	0,00039	0,00048	0,00068	0,00048	
fitnes	s	0,00074	0,00029	0,00057	0,00031	0,00048	
lok	s	0,00036	0,00029	0,00095	0,00031	0,00048	
pošast	s	0,00048	0,00039	0,00066	0,00037	0,00048	
kovina	s	0,0004	0,00019	0,00113	0,00018	0,00048	
ogroziti	g	0,00032	0,00019	0,00083	0,00055	0,00047	
razumljivo	r	0,00033	0,00068	0,0007	0,00018	0,00047	
osebek	s	0,00086	0,00029	0,00037	0,00037	0,00047	
zviti	g	0,00045	0,00058	0,00068	0,00018	0,00047	
priložen	p	0,00033	0,00029	0,00096	0,00031	0,00047	
kokoš	s	0,00042	0,00039	0,00059	0,00049	0,00047	
pretok	s	0,00056	0,00019	0,00095	0,00018	0,00047	
sekati	g	0,00077	0,00058	0,00035	0,00018	0,00047	
klavir	s	0,00032	0,00039	0,0008	0,00037	0,00047	
liti	g	0,00086	0,00019	0,00065	0,00018	0,00047	
vstopati	g	0,00046	0,00029	0,00082	0,00031	0,00047	
muslimanski	p	0,00064	0,00019	0,00049	0,00055	0,00047	
arabski	p	0,00064	0,00019	0,00086	0,00018	0,00047	
vihar	s	0,00041	0,00019	0,00065	0,00062	0,00047	
izrečen	p	0,00047	0,00029	0,0008	0,00031	0,00047	
vrednosten	p	0,00029	0,00029	0,0011	0,00018	0,00047	
preobrat	s	0,00053	0,00019	0,00059	0,00055	0,00047	
zaspan	p	0,00061	0,00039	0,00043	0,00043	0,00047	
kaplja	s	0,0005	0,00029	0,00064	0,00043	0,00047	
izboljševati	g	0,00039	0,00029	0,00081	0,00037	0,00047	
objemati	g	0,00031	0,00029	0,00046	0,0008	0,00047	
stopnička	s	0,0005	0,00077	0,00041	0,00018	0,00047	
kriti	g	0,00059	0,00039	0,00063	0,00025	0,00047	
lonček	s	0,00045	0,00029	0,00087	0,00025	0,00047	
rušiti	g	0,00101	0,00029	0,00043	0,00012	0,00046	
predolg	p	0,00059	0,00048	0,00041	0,00037	0,00046	
palec	s	0,00074	0,0001	0,00083	0,00018	0,00046	
dosegljiv	p	0,00061	0,00019	0,00087	0,00018	0,00046	
bob	s	0,00054	0,00029	0,0004	0,00062	0,00046	
žreti	g	0,00074	0,00039	0,00035	0,00037	0,00046	
zaključevati	g	0,00063	0,00039	0,00058	0,00025	0,00046	
biologija	s	0,00031	0,00019	0,00061	0,00074	0,00046	
prehajati	g	0,00032	0,00048	0,00086	0,00018	0,00046	
polagati	g	0,00056	0,00048	0,00062	0,00018	0,00046	
slikanje	s	0,00056	0,00019	0,00066	0,00043	0,00046	
tržišče	s	0,00039	0,00029	0,00091	0,00025	0,00046	
rekreacija	s	0,00049	0,00039	0,00071	0,00025	0,00046	
osel	s	0,0007	0,00029	0,00047	0,00037	0,00046	
moten	p	0,00045	0,00029	0,00066	0,00043	0,00046	
duhovit	p	0,00039	0,00019	0,00063	0,00062	0,00046	
potegovati	g	0,0004	0,00019	0,00081	0,00043	0,00046	
kršenje	s	0,00062	0,00019	0,0004	0,00062	0,00046	
zrušiti	g	0,00064	0,00019	0,0005	0,00049	0,00046	
rokomet	s	0,00048	0,00029	0,00037	0,00068	0,00046	
pola	s	0,00044	0,00058	0,00049	0,00031	0,00046	
ponavljanje	s	0,00038	0,00019	0,00057	0,00068	0,00046	
piten	p	0,00042	0,00039	0,00064	0,00037	0,00046	
popuščati	g	0,00052	0,00019	0,00037	0,00074	0,00046	
pridelati	g	0,0005	0,00048	0,00058	0,00025	0,00045	
preimenovati	g	0,00085	0,00019	0,00046	0,00031	0,00045	
seksi	p	0,00052	0,00029	0,00075	0,00025	0,00045	
pahniti	g	0,00029	0,00019	0,00035	0,00098	0,00045	
skrajnost	s	0,00049	0,00019	0,00051	0,00062	0,00045	
sladica	s	0,00064	0,00029	0,00062	0,00025	0,00045	
poteči	g	0,00061	0,00039	0,00055	0,00025	0,00045	
kraški	p	0,00031	0,00039	0,00092	0,00018	0,00045	
menjavati	g	0,00045	0,00068	0,00042	0,00025	0,00045	
štetje	s	0,00047	0,00039	0,00069	0,00025	0,00045	
oddahniti	g	0,00046	0,00039	0,00064	0,00031	0,00045	
družbeno	r	0,00052	0,00029	0,00055	0,00043	0,00045	
zmagovalka	s	0,00054	0,00048	0,00052	0,00025	0,00045	
boben	s	0,00047	0,00048	0,00066	0,00018	0,00045	
presojati	g	0,00033	0,00029	0,00062	0,00055	0,00045	
prevažati	g	0,00034	0,00019	0,00064	0,00062	0,00045	
gleženj	s	0,00057	0,00039	0,00065	0,00018	0,00045	
televizor	s	0,00035	0,00029	0,0009	0,00025	0,00045	
obremenjen	p	0,00059	0,00019	0,00082	0,00018	0,00045	
anonimen	p	0,00064	0,00029	0,0006	0,00025	0,00045	
zaposlovati	g	0,00054	0,00029	0,0007	0,00025	0,00045	
figura	s	0,00039	0,00029	0,00085	0,00025	0,00045	
poskrbljen	p	0,00034	0,00048	0,00047	0,00049	0,00045	
sladko	r	0,00035	0,00058	0,00048	0,00037	0,00045	
zapisek	s	0,0004	0,00039	0,00062	0,00037	0,00045	
usposobljen	p	0,00036	0,00039	0,00085	0,00018	0,00045	
izbrisan	p	0,00097	0,00019	0,00043	0,00018	0,00044	
ujetnik	s	0,00039	0,00019	0,00045	0,00074	0,00044	
kamenje	s	0,00033	0,00039	0,00062	0,00043	0,00044	
preobleči	g	0,00031	0,00029	0,00049	0,00068	0,00044	
silen	p	0,00046	0,00029	0,00059	0,00043	0,00044	
seznanjen	p	0,00052	0,00019	0,00081	0,00025	0,00044	
preklet	p	0,00084	0,00019	0,00055	0,00018	0,00044	
odvreči	g	0,00042	0,00019	0,00078	0,00037	0,00044	
enotnost	s	0,00055	0,00019	0,00059	0,00043	0,00044	
grobo	r	0,00034	0,00019	0,0008	0,00043	0,00044	
žlahten	p	0,00051	0,00029	0,00071	0,00025	0,00044	
cedilo	s	0,0003	0,00019	0,00047	0,0008	0,00044	
obrt	s	0,00028	0,00019	0,00098	0,00031	0,00044	
zrno	s	0,00048	0,00029	0,0008	0,00018	0,00044	
druščina	s	0,00049	0,00019	0,0007	0,00037	0,00044	
brk	s	0,00059	0,00058	0,0004	0,00018	0,00044	
drog	s	0,00039	0,00029	0,00064	0,00043	0,00044	
luža	s	0,0005	0,00048	0,00046	0,00031	0,00044	
toplica	s	0,00044	0,00019	0,00081	0,00031	0,00044	
srebro	s	0,00045	0,00029	0,0007	0,00031	0,00044	
kovanec	s	0,00045	0,00029	0,00063	0,00037	0,00044	
ustavljati	g	0,00054	0,00019	0,00064	0,00037	0,00044	
razreden	p	0,00047	0,00029	0,00049	0,00049	0,00044	
poučiti	g	0,0003	0,00019	0,00057	0,00068	0,00044	
zavoljo	d	0,00029	0,00029	0,00042	0,00074	0,00044	
izumreti	g	0,00038	0,00029	0,00033	0,00074	0,00044	
kuhar	s	0,00041	0,00029	0,00073	0,00031	0,00044	
osebnosten	p	0,00035	0,00019	0,00064	0,00055	0,00043	
kopanje	s	0,00045	0,00019	0,00072	0,00037	0,00043	
zmešan	p	0,00069	0,00048	0,00038	0,00018	0,00043	
biblija	s	0,0005	0,00029	0,00039	0,00055	0,00043	
ugrizniti	g	0,00053	0,00029	0,00054	0,00037	0,00043	
puščica	s	0,00034	0,00048	0,00073	0,00018	0,00043	
udeležen	p	0,00034	0,00029	0,00061	0,00049	0,00043	
vajin	z	0,0003	0,00048	0,0007	0,00025	0,00043	
grm	s	0,00039	0,0001	0,00075	0,00049	0,00043	
govorec	s	0,00041	0,00068	0,00039	0,00025	0,00043	
neumno	r	0,00063	0,00048	0,00043	0,00018	0,00043	
rudnik	s	0,00063	0,00019	0,00065	0,00025	0,00043	
sladkoren	p	0,0004	0,00019	0,00088	0,00025	0,00043	
vtikati	g	0,00052	0,00039	0,00032	0,00049	0,00043	
ambicija	s	0,00042	0,00029	0,0007	0,00031	0,00043	
kol	s	0,00037	0,00058	0,00052	0,00025	0,00043	
streči	g	0,00055	0,00019	0,00066	0,00031	0,00043	
vrvica	s	0,00033	0,00029	0,00084	0,00025	0,00043	
hruška	s	0,00065	0,00019	0,00068	0,00018	0,00043	
bronast	p	0,00034	0,00029	0,00076	0,00031	0,00043	
vol	s	0,00069	0,00039	0,00044	0,00018	0,00043	
prepuščati	g	0,00051	0,00019	0,00075	0,00025	0,00043	
okrilje	s	0,00032	0,00039	0,00074	0,00025	0,00043	
strpnost	s	0,00055	0,00019	0,00047	0,00049	0,00043	
prijem	s	0,00043	0,00019	0,00089	0,00018	0,00042	
listje	s	0,00039	0,00019	0,00093	0,00018	0,00042	
buča	s	0,00082	0,00019	0,00056	0,00012	0,00042	
hiška	s	0,00045	0,00029	0,0004	0,00055	0,00042	
podgana	s	0,00056	0,00019	0,00057	0,00037	0,00042	
prevajalec	s	0,00044	0,00039	0,00049	0,00037	0,00042	
pisava	s	0,00036	0,00019	0,00089	0,00025	0,00042	
naravnan	p	0,00038	0,00019	0,00069	0,00043	0,00042	
mačji	p	0,0006	0,00029	0,00055	0,00025	0,00042	
tekmovalen	p	0,00034	0,0001	0,00106	0,00018	0,00042	
vhoden	p	0,00028	0,00019	0,00103	0,00018	0,00042	
bratec	s	0,00028	0,0001	0,00044	0,00086	0,00042	
kladivo	s	0,00045	0,00048	0,0005	0,00025	0,00042	
kritično	r	0,00035	0,00048	0,00054	0,00031	0,00042	
občutno	r	0,00051	0,00019	0,00073	0,00025	0,00042	
sit	p	0,0006	0,00029	0,00054	0,00025	0,00042	
muca	s	0,00063	0,00029	0,00044	0,00031	0,00042	
surovina	s	0,00028	0,00029	0,00073	0,00037	0,00042	
pomaranča	s	0,00036	0,00048	0,00058	0,00025	0,00042	
fižol	s	0,00037	0,00039	0,00078	0,00012	0,00042	
množično	r	0,00053	0,00019	0,00057	0,00037	0,00042	
kolesarjenje	s	0,00035	0,00029	0,00047	0,00055	0,00042	
žaba	s	0,00059	0,00029	0,00053	0,00025	0,00042	
večati	g	0,00038	0,00029	0,0005	0,00049	0,00042	
zapisnik	s	0,0004	0,00029	0,00079	0,00018	0,00042	
prehoditi	g	0,0003	0,00039	0,0006	0,00037	0,00042	
stotina	s	0,0005	0,00019	0,00078	0,00018	0,00041	
tipka	s	0,00066	0,00019	0,00062	0,00018	0,00041	
prehiter	p	0,0006	0,00019	0,00037	0,00049	0,00041	
petkov	p	0,0007	0,00029	0,00041	0,00025	0,00041	
stisnjen	p	0,00031	0,00029	0,00087	0,00018	0,00041	
izumiti	g	0,00067	0,00019	0,00048	0,00031	0,00041	
obutev	s	0,00038	0,00019	0,00071	0,00037	0,00041	
odstopati	g	0,00058	0,00019	0,00044	0,00043	0,00041	
božati	g	0,00047	0,00019	0,00055	0,00043	0,00041	
pripor	s	0,00028	0,00039	0,00054	0,00043	0,00041	
maksimalen	p	0,00029	0,00077	0,0004	0,00018	0,00041	
rogaški	p	0,00032	0,00019	0,00051	0,00062	0,00041	
ambiciozen	p	0,00031	0,00048	0,0006	0,00025	0,00041	
zliti	g	0,00046	0,00019	0,00074	0,00025	0,00041	
narisan	p	0,0003	0,00058	0,00051	0,00025	0,00041	
oaza	s	0,00073	0,00019	0,00035	0,00037	0,00041	
napeto	r	0,00036	0,00029	0,00055	0,00043	0,00041	
veselica	s	0,00071	0,00029	0,00038	0,00025	0,00041	
simbolen	p	0,00039	0,00019	0,00056	0,00049	0,00041	
prebujati	g	0,00044	0,00029	0,00047	0,00043	0,00041	
soliden	p	0,00079	0,00019	0,00046	0,00018	0,00041	
opremiti	g	0,00037	0,00019	0,00088	0,00018	0,00041	
krsta	s	0,00028	0,00019	0,00041	0,00074	0,00041	
vsakodnevno	r	0,00041	0,00029	0,00037	0,00055	0,00041	
posrednik	s	0,00041	0,0001	0,00074	0,00037	0,00041	
potrpežljiv	p	0,00031	0,00019	0,0005	0,00062	0,00041	
rez	s	0,00055	0,00029	0,00059	0,00018	0,00040	
podzavest	s	0,00028	0,00029	0,00036	0,00068	0,00040	
velikonočen	p	0,00059	0,00039	0,00045	0,00018	0,00040	
obrv	s	0,00031	0,00019	0,00062	0,00049	0,00040	
blagoslov	s	0,00041	0,0001	0,00054	0,00055	0,00040	
uloviti	g	0,00039	0,00019	0,00034	0,00068	0,00040	
interpretirati	g	0,00045	0,00029	0,00043	0,00043	0,00040	
pok	s	0,0006	0,00039	0,00043	0,00018	0,00040	
aplavz	s	0,00035	0,00068	0,00039	0,00018	0,00040	
jarek	s	0,0003	0,00019	0,00068	0,00043	0,00040	
umivati	g	0,00036	0,00058	0,00041	0,00025	0,00040	
obkrožiti	g	0,00045	0,00029	0,00061	0,00025	0,00040	
kuharica	s	0,00029	0,00068	0,00038	0,00025	0,00040	
obrtnik	s	0,00035	0,00029	0,00078	0,00018	0,00040	
ubadati	g	0,00047	0,00039	0,00043	0,00031	0,00040	
poleteti	g	0,0005	0,00019	0,00072	0,00018	0,00040	
tlačiti	g	0,00066	0,00019	0,00037	0,00037	0,00040	
kristalen	p	0,00043	0,00048	0,0005	0,00018	0,00040	
dušiti	g	0,00038	0,00029	0,00067	0,00025	0,00040	
namenoma	r	0,00062	0,00019	0,0006	0,00018	0,00040	
iskrenost	s	0,00034	0,00019	0,00037	0,00068	0,00040	
šolar	s	0,00032	0,00019	0,00058	0,00049	0,00040	
polomiti	g	0,00043	0,00039	0,00033	0,00043	0,00040	
depresiven	p	0,00039	0,00019	0,00038	0,00062	0,00040	
udeleževati	g	0,00029	0,00019	0,00079	0,00031	0,00040	
piranski	p	0,00045	0,00039	0,00043	0,00031	0,00040	
zadržek	s	0,00036	0,00029	0,00056	0,00037	0,00040	
ledvica	s	0,00048	0,00029	0,00062	0,00018	0,00039	
komunikacijski	p	0,00029	0,00029	0,00087	0,00012	0,00039	
igračka	s	0,00047	0,00019	0,00042	0,00049	0,00039	
zoren	p	0,00041	0,00039	0,00059	0,00018	0,00039	
razbit	p	0,00058	0,00019	0,00055	0,00025	0,00039	
šal	s	0,0005	0,00039	0,0005	0,00018	0,00039	
sopotnik	s	0,00036	0,00019	0,00059	0,00043	0,00039	
podirati	g	0,00062	0,00029	0,00041	0,00025	0,00039	
dosledno	r	0,00035	0,00029	0,00068	0,00025	0,00039	
prašek	s	0,00039	0,00019	0,00061	0,00037	0,00039	
transport	s	0,00041	0,00029	0,00068	0,00018	0,00039	
sejati	g	0,00038	0,00019	0,00056	0,00043	0,00039	
prehud	p	0,00056	0,00019	0,00032	0,00049	0,00039	
izzivati	g	0,0006	0,00019	0,00052	0,00025	0,00039	
pobožati	g	0,00028	0,00019	0,00046	0,00062	0,00039	
rojevati	g	0,00047	0,00019	0,00046	0,00043	0,00039	
human	p	0,00051	0,00039	0,00047	0,00018	0,00039	
žeti	g	0,00039	0,00039	0,00034	0,00043	0,00039	
košara	s	0,00032	0,00029	0,00069	0,00025	0,00039	
incident	s	0,00052	0,00029	0,00043	0,00031	0,00039	
razburjati	g	0,00059	0,00029	0,00042	0,00025	0,00039	
pajek	s	0,00046	0,00029	0,00055	0,00025	0,00039	
simboličen	p	0,00041	0,00029	0,00066	0,00018	0,00039	
posluh	s	0,00046	0,00029	0,00061	0,00018	0,00039	
spontan	p	0,00048	0,00019	0,0005	0,00037	0,00039	
vstajati	g	0,00047	0,00048	0,00041	0,00018	0,00039	
pokoj	s	0,00039	0,00048	0,00048	0,00018	0,00038	
venec	s	0,00032	0,00019	0,00065	0,00037	0,00038	
nečak	s	0,00034	0,00019	0,00038	0,00062	0,00038	
neuporaben	p	0,00065	0,00029	0,00041	0,00018	0,00038	
vpeljati	g	0,00032	0,00019	0,00065	0,00037	0,00038	
dozoreti	g	0,00029	0,0001	0,00065	0,00049	0,00038	
nabiranje	s	0,00037	0,00019	0,00048	0,00049	0,00038	
kravata	s	0,00049	0,00039	0,00047	0,00018	0,00038	
dvigalo	s	0,0003	0,00029	0,00069	0,00025	0,00038	
namigniti	g	0,00041	0,00019	0,00049	0,00043	0,00038	
pospeševati	g	0,0003	0,00019	0,00085	0,00018	0,00038	
posvojiti	g	0,0005	0,00019	0,00034	0,00049	0,00038	
prevladati	g	0,00037	0,0001	0,0005	0,00055	0,00038	
peščica	s	0,00049	0,00019	0,00053	0,00031	0,00038	
brezdomec	s	0,00038	0,00019	0,00033	0,00062	0,00038	
vmešati	g	0,00028	0,00019	0,00074	0,00031	0,00038	
kletka	s	0,00045	0,00019	0,00063	0,00025	0,00038	
preboleti	g	0,00047	0,00019	0,00042	0,00043	0,00038	
odstopanje	s	0,00031	0,00039	0,00044	0,00037	0,00038	
šaliti	g	0,00046	0,0001	0,00052	0,00043	0,00038	
priklicati	g	0,00028	0,00019	0,00079	0,00025	0,00038	
trema	s	0,00029	0,00048	0,00037	0,00037	0,00038	
peka	s	0,00051	0,00019	0,00062	0,00018	0,00038	
petelin	s	0,00039	0,00019	0,00049	0,00043	0,00038	
zbiti	g	0,00057	0,00029	0,00033	0,00031	0,00038	
prevečkrat	r	0,0005	0,00019	0,00032	0,00049	0,00038	
metal	s	0,00035	0,00039	0,00039	0,00037	0,00038	
natakar	s	0,00039	0,00019	0,00066	0,00025	0,00037	
sova	s	0,00061	0,00019	0,00044	0,00025	0,00037	
omisliti	g	0,00056	0,0001	0,00065	0,00018	0,00037	
lotevati	g	0,00037	0,0001	0,00084	0,00018	0,00037	
združevanje	s	0,00032	0,00019	0,00067	0,00031	0,00037	
jakna	s	0,00042	0,00048	0,00041	0,00018	0,00037	
tvegan	p	0,00036	0,00019	0,00068	0,00025	0,00037	
namišljen	p	0,00039	0,00019	0,00041	0,00049	0,00037	
nepravi	p	0,00029	0,00019	0,00032	0,00068	0,00037	
ustaljen	p	0,0003	0,00019	0,00074	0,00025	0,00037	
marsikje	r	0,00044	0,00019	0,0006	0,00025	0,00037	
sproščati	g	0,00033	0,00019	0,00078	0,00018	0,00037	
vijoličen	p	0,00044	0,00039	0,0004	0,00025	0,00037	
segment	s	0,00042	0,00019	0,00068	0,00018	0,00037	
privleči	g	0,00051	0,00019	0,0004	0,00037	0,00037	
slabšati	g	0,00046	0,00019	0,00033	0,00049	0,00037	
neznosen	p	0,00041	0,00019	0,00056	0,00031	0,00037	
besediti	g	0,00031	0,00029	0,00032	0,00055	0,00037	
smučar	s	0,00036	0,00029	0,00057	0,00025	0,00037	
stojnica	s	0,00043	0,00029	0,00062	0,00012	0,00037	
vnet	p	0,00031	0,00048	0,00042	0,00025	0,00037	
goljufija	s	0,00051	0,00019	0,00039	0,00037	0,00037	
ploskati	g	0,00065	0,00029	0,00034	0,00018	0,00037	
pekarna	s	0,00043	0,00039	0,00039	0,00025	0,00037	
brcniti	g	0,00064	0,00019	0,00037	0,00025	0,00036	
trn	s	0,00037	0,00039	0,00044	0,00025	0,00036	
dojka	s	0,00035	0,00019	0,00066	0,00025	0,00036	
igla	s	0,00031	0,00039	0,00057	0,00018	0,00036	
monopol	s	0,00054	0,00029	0,00031	0,00031	0,00036	
slasten	p	0,00042	0,00019	0,00065	0,00018	0,00036	
izenačiti	g	0,00048	0,00029	0,00042	0,00025	0,00036	
zaznavati	g	0,00035	0,00019	0,00065	0,00025	0,00036	
palček	s	0,00047	0,00039	0,0004	0,00018	0,00036	
irski	p	0,0003	0,00029	0,00066	0,00018	0,00036	
slovanski	p	0,00036	0,00039	0,00043	0,00025	0,00036	
ubrati	g	0,00028	0,00039	0,00045	0,00031	0,00036	
trojica	s	0,00035	0,00019	0,0007	0,00018	0,00036	
obujati	g	0,00038	0,00019	0,00036	0,00049	0,00036	
plezati	g	0,00035	0,00029	0,00047	0,00031	0,00036	
razjasniti	g	0,00039	0,00019	0,00046	0,00037	0,00035	
zakriti	g	0,00031	0,00029	0,00044	0,00037	0,00035	
hladiti	g	0,0005	0,00039	0,00034	0,00018	0,00035	
cunja	s	0,00066	0,00019	0,00037	0,00018	0,00035	
garderoba	s	0,00038	0,00019	0,00071	0,00012	0,00035	
identičen	p	0,0007	0,00019	0,00033	0,00018	0,00035	
asociacija	s	0,00055	0,00019	0,00035	0,00031	0,00035	
prirejen	p	0,00036	0,00019	0,00054	0,00031	0,00035	
nastavljen	p	0,00069	0,00019	0,00034	0,00018	0,00035	
najden	p	0,00043	0,00019	0,00053	0,00025	0,00035	
grb	s	0,00044	0,00029	0,00042	0,00025	0,00035	
prižgan	p	0,00056	0,00019	0,00046	0,00018	0,00035	
osrečiti	g	0,00029	0,00019	0,00036	0,00055	0,00035	
poglobljen	p	0,00036	0,00019	0,00066	0,00018	0,00035	
sila	r	0,00042	0,00019	0,0006	0,00018	0,00035	
ruta	s	0,0003	0,00019	0,00047	0,00043	0,00035	
jadranski	p	0,00029	0,00029	0,0005	0,00031	0,00035	
motiviran	p	0,00035	0,00048	0,00037	0,00018	0,00035	
odlašati	g	0,00028	0,00019	0,00036	0,00055	0,00035	
zadruga	s	0,00033	0,00019	0,00068	0,00018	0,00035	
tobak	s	0,0003	0,00039	0,00051	0,00018	0,00035	
domišljati	g	0,00034	0,00029	0,00038	0,00037	0,00035	
politi	g	0,00046	0,00029	0,00038	0,00025	0,00035	
strpen	p	0,00044	0,00019	0,00031	0,00043	0,00034	
španec	s	0,00034	0,00019	0,00047	0,00037	0,00034	
pecivo	s	0,00029	0,00019	0,00064	0,00025	0,00034	
ustanavljati	g	0,00041	0,00029	0,00036	0,00031	0,00034	
kozmetika	s	0,0003	0,00029	0,00047	0,00031	0,00034	
zobozdravnik	s	0,00042	0,00048	0,00034	0,00012	0,00034	
navdušenec	s	0,00041	0,00029	0,00048	0,00018	0,00034	
tolikokrat	r	0,00046	0,00029	0,00043	0,00018	0,00034	
prodajalka	s	0,00041	0,00019	0,00045	0,00031	0,00034	
preiskovati	g	0,00044	0,00019	0,00054	0,00018	0,00034	
saditi	g	0,00031	0,00029	0,0005	0,00025	0,00034	
testenina	s	0,0003	0,00019	0,00061	0,00025	0,00034	
ljubo	r	0,00042	0,00019	0,00055	0,00018	0,00034	
mejiti	g	0,0004	0,00029	0,0004	0,00025	0,00034	
travma	s	0,00052	0,00019	0,00032	0,00031	0,00034	
spontano	r	0,00028	0,00029	0,00051	0,00025	0,00033	
stereotip	s	0,00038	0,00019	0,00039	0,00037	0,00033	
pobarvan	p	0,00028	0,00029	0,00039	0,00037	0,00033	
predzadnji	p	0,0005	0,00029	0,00035	0,00018	0,00033	
dražiti	g	0,00047	0,00019	0,00048	0,00018	0,00033	
danski	p	0,00028	0,00029	0,00057	0,00018	0,00033	
prekrasen	p	0,00043	0,00019	0,00045	0,00025	0,00033	
nadgraditi	g	0,0004	0,00019	0,00048	0,00025	0,00033	
vstopnina	s	0,00033	0,00039	0,00042	0,00018	0,00033	
parfum	s	0,00031	0,00019	0,00057	0,00025	0,00033	
pretežek	p	0,00035	0,00029	0,00037	0,00031	0,00033	
adrenalin	s	0,00042	0,00029	0,00036	0,00025	0,00033	
naključno	r	0,00031	0,00039	0,00049	0,00012	0,00033	
pretresljiv	p	0,00029	0,00019	0,0004	0,00043	0,00033	
rutina	s	0,00029	0,00019	0,00034	0,00049	0,00033	
blejski	p	0,00041	0,00019	0,00045	0,00025	0,00033	
nasproti	d	0,00054	0,00019	0,00032	0,00025	0,00033	
zavleči	g	0,00034	0,00029	0,00049	0,00018	0,00033	
rjuha	s	0,00031	0,00019	0,00062	0,00018	0,00033	
raztrgati	g	0,00038	0,00019	0,00042	0,00031	0,00033	
apartma	s	0,00035	0,00039	0,00043	0,00012	0,00032	
podstrešje	s	0,00029	0,00029	0,00046	0,00025	0,00032	
metla	s	0,00039	0,00029	0,00036	0,00025	0,00032	
izničiti	g	0,00037	0,00029	0,00038	0,00025	0,00032	
ugibanje	s	0,00035	0,00029	0,00047	0,00018	0,00032	
zavetišče	s	0,00028	0,00029	0,00047	0,00025	0,00032	
ogrevati	g	0,00045	0,00029	0,00036	0,00018	0,00032	
segrevanje	s	0,00045	0,00029	0,00036	0,00018	0,00032	
vodič	s	0,00034	0,00019	0,00038	0,00037	0,00032	
kulturno	r	0,00033	0,00029	0,00041	0,00025	0,00032	
spočiti	g	0,00044	0,00019	0,00033	0,00031	0,00032	
porast	s	0,0004	0,00019	0,00043	0,00025	0,00032	
ud	s	0,0004	0,0001	0,00052	0,00025	0,00032	
potrpljenje	s	0,00045	0,00019	0,00045	0,00018	0,00032	
zamolčati	g	0,00038	0,00019	0,00033	0,00037	0,00032	
nahraniti	g	0,00042	0,00019	0,00034	0,00031	0,00032	
veličina	s	0,00035	0,00019	0,00047	0,00025	0,00032	
pretek	s	0,00035	0,0001	0,00063	0,00018	0,00032	
prisila	s	0,00037	0,00019	0,00033	0,00037	0,00032	
pretiravanje	s	0,0005	0,00019	0,00038	0,00018	0,00031	
izsiljevanje	s	0,0005	0,00019	0,00038	0,00018	0,00031	
ironija	s	0,00056	0,0001	0,00041	0,00018	0,00031	
začaran	p	0,00032	0,00019	0,00042	0,00031	0,00031	
pripeti	g	0,00033	0,00019	0,00047	0,00025	0,00031	
knjigarna	s	0,00035	0,0001	0,0006	0,00018	0,00031	
